,LT,abs,rel
26674,0,87.1779788708,87.1779788708
26676,0,152.643375225,145.88808496
26677,0,120.0,109.544511501
26678,0,147.648230602,147.422295917
26679,0,88.8819441732,88.0340843083
26680,1,118.321595662,118.039541398
26682,1,127.279220614,127.017059222
26683,0,140.712472795,100.995049384
26685,0,131.909059583,131.909059583
26689,0,127.671453348,127.082650271
26690,0,117.898261226,80.9320702812
26691,0,123.288280059,109.239797388
26693,0,128.062484749,114.600756251
26697,0,112.694276696,110.830200457
26701,1,90.5538513814,80.8290376865
26702,0,117.898261226,105.277411316
26703,0,101.980390272,100.664459137
26704,1,77.4596669241,70.2376916857
26706,0,125.299640861,124.699639133
27703,0,208.32666656,90.1849950565
27705,1,171.755640373,124.432043033
27707,1,240.416305603,112.842072532
27708,1,138.564064606,78.3156008298
27709,0,108.627804912,80.0
27710,0,205.91260282,114.01754251
27711,1,172.336879396,116.975780969
27712,0,186.279360102,81.7516564562
27714,1,222.261107709,65.8280588604
27715,0,76.8114574787,71.2974987874
27716,0,145.258390463,94.6044396421
27717,1,206.881608656,127.017059222
27719,0,167.928556237,39.1578004149
27723,0,145.258390463,117.260393996
27724,1,283.19604517,55.9761854125
27725,0,100.0,94.5163125251
27726,0,153.297097168,114.382399578
27727,0,210.950231097,116.975780969
27729,0,157.162336455,103.360211558
27730,0,164.924225025,126.227308192
27733,1,187.882942281,111.728838414
27734,0,196.468827044,95.9166304663
27735,1,213.307290077,108.397416943
27737,0,224.499443206,93.4523051258
27738,0,165.831239518,146.571939106
27743,0,206.397674406,85.6348838578
27746,0,252.982212813,89.0692614392
27749,1,81.2403840464,70.2376916857
27751,0,129.228479833,96.6953980291
27752,0,184.119526395,116.117756322
27753,0,122.474487139,73.4846922835
27754,1,133.041346957,101.734949747
27755,0,204.939015319,82.0568908339
27756,0,215.406592285,140.475383371
27758,0,128.840987267,124.632793972
27759,0,224.944437584,110.453610172
27760,0,157.48015748,108.320512062
27761,0,143.527000944,142.594997575
27765,0,124.49899598,116.117756322
27766,0,135.646599663,108.320512062
27769,0,192.353840617,87.1779788708
27770,1,144.568322948,130.958008537
27774,0,127.279220614,97.6387901058
27775,0,107.703296143,85.6348838578
27777,0,236.22023622,118.883696668
27782,0,219.317121995,119.791485507
27783,0,179.443584449,102.95630141
27785,1,162.480768093,48.304589154
27786,0,192.613602843,137.658998979
27798,0,96.4365076099,95.6556323485
27801,0,157.48015748,98.9949493661
27803,0,89.4427191,87.9393730552
27807,0,164.012194669,113.504772293
27808,1,141.774468788,77.9957263787
27810,1,139.642400438,125.49900398
27812,0,138.564064606,89.0692614392
27814,0,137.113092008,110.151410946
27816,0,194.679223339,84.162541153
27817,0,170.587221092,155.831105153
27819,1,180.554700853,124.632793972
27820,0,235.159520326,123.625779404
27821,0,233.666428911,97.6387901058
27822,0,186.279360102,96.6953980291
27823,1,132.664991614,119.721899974
27824,0,132.664991614,79.5822425754
27829,0,211.423745119,117.827557614
27833,0,183.030052177,123.895116934
27834,0,163.707055437,124.632793972
27835,0,176.351920885,103.360211558
27836,1,216.794833887,108.320512062
27838,0,202.731349327,101.406771635
27839,0,138.202749611,123.895116934
27841,0,205.182845287,138.864442293
27844,1,279.105714739,126.029097169
27845,0,112.249721603,91.2870929175
27846,0,167.032930885,109.010702838
27849,0,200.249843945,57.3003781256
27851,0,187.882942281,66.9576980887
27852,0,201.742410018,99.41495528
27853,1,167.332005307,62.7162924074
27860,0,181.934053987,71.2974987874
27861,1,197.484176581,82.0568908339
27863,0,153.622914957,139.044357431
27864,0,110.0,91.3783344125
27867,0,229.564805665,157.109303777
27868,1,195.703857908,38.5140666943
27873,0,189.73665961,120.0
27874,0,146.628782986,74.0495329717
27875,0,197.989898732,98.9949493661
27877,0,197.230829233,89.9073597284
27878,1,233.452350599,63.9009650423
27879,1,184.119526395,141.008273989
27883,1,158.429795178,121.174804862
27884,0,152.643375225,105.59356041
27885,0,122.065556157,86.8907359849
27886,0,223.60679775,70.2376916857
27888,0,156.524758425,125.233115961
27890,0,214.242852856,133.728580839
27892,1,206.639783198,51.8009008931
27893,0,140.356688476,86.8907359849
27894,0,126.491106407,80.0
27896,0,165.227116419,106.223035794
27901,1,140.356688476,129.935881624
27903,0,151.986841536,125.49900398
27909,1,116.619037897,63.2455532034
27910,0,172.626765016,55.9761854125
27912,0,206.155281281,108.089469114
27913,0,180.8314132,136.686990359
27917,0,166.733320005,113.13708499
27919,0,126.491106407,80.0
27920,0,86.0232526704,82.4621125124
27923,0,195.448202857,54.1602560309
27928,0,172.336879396,107.470926301
27929,0,154.919333848,136.38181697
27931,0,151.327459504,103.682206767
27932,0,152.970585408,91.6515138991
27933,0,208.566536146,81.7516564562
27935,0,178.605710995,133.728580839
27936,0,178.605710995,140.534693226
27937,0,201.742410018,83.3666600027
27938,0,155.884572681,91.0128196098
27940,0,187.082869339,125.432584815
27942,0,166.132477258,112.249721603
27946,0,97.9795897113,96.6091783079
27947,1,172.336879396,125.233115961
27948,0,251.79356624,58.3095189485
27955,0,116.189500386,93.18440499
27958,1,245.356882928,107.703296143
27963,0,243.104915623,125.49900398
27966,0,119.163752878,108.627804912
27967,0,225.388553392,95.5684745789
27968,0,185.74175621,118.673220793
27969,0,210.0,115.253344131
27970,0,139.283882772,106.458129484
27971,1,88.8819441732,84.162541153
27974,0,200.0,126.227308192
27975,1,127.279220614,90.1849950565
27978,0,67.8232998313,67.3300329224
27980,1,108.627804912,61.1010092661
27985,0,174.068951855,119.51290028
27986,0,177.482393493,115.542200083
27989,1,197.989898732,123.017613915
27990,0,219.772609758,132.224556469
27992,1,275.862284483,75.3878858527
27993,1,166.132477258,134.16407865
27994,0,206.639783198,141.008273989
27996,0,168.522995464,82.4621125124
27999,0,143.874945699,133.728580839
28003,0,229.782505862,143.294568401
28004,0,156.204993518,96.9535971483
28006,1,179.443584449,102.95630141
28007,0,147.648230602,93.4523051258
28008,0,163.707055437,108.627804912
28010,1,239.374184072,82.965856431
28011,0,181.934053987,101.406771635
28012,0,139.642400438,110.227038425
28013,1,207.846096908,89.0692614392
28014,1,103.923048454,103.923048454
28015,1,154.919333848,68.7992248018
28016,1,145.258390463,110.830200457
28021,1,189.208879284,108.320512062
28022,0,270.370116692,51.8009008931
28025,0,165.831239518,116.117756322
28029,0,125.299640861,72.6865416245
28032,1,136.747943312,122.270192606
28035,0,211.187120819,54.1602560309
28038,0,271.108834235,139.104277432
28040,0,210.713075057,122.474487139
28041,1,171.755640373,81.7516564562
28043,0,176.91806013,123.625779404
28046,0,148.323969742,94.5163125251
28048,1,185.74175621,108.089469114
28049,1,102.95630141,90.5538513814
28050,0,171.172427686,94.2514367707
28051,0,157.48015748,108.320512062
28052,0,130.766968306,105.277411316
28053,1,181.383571472,100.415802209
28054,0,220.680764907,73.1436941916
28055,0,203.715487875,103.360211558
28056,0,188.414436814,131.719398723
28058,1,155.563491861,70.2376916857
28059,0,191.572440607,106.536378763
28063,0,186.010752377,123.827837473
28067,0,105.830052443,67.3300329224
28069,0,126.095202129,120.623380818
28073,0,241.246761636,169.705627485
28075,1,132.287565553,100.747208398
28076,0,118.321595662,92.736184955
28078,0,134.907375632,122.202018532
28080,1,245.356882928,136.137185711
28081,0,237.276210354,127.60616495
28083,0,212.132034356,81.2403840464
28084,0,215.174347914,135.21587678
28085,0,262.488094968,121.449578015
28086,0,137.477270849,118.673220793
28087,1,153.297097168,86.5062618157
28088,0,164.620776332,149.276030672
28089,0,129.228479833,113.798066767
28092,0,195.959179423,108.320512062
28093,0,167.630546142,99.7496867163
28094,0,138.564064606,97.9795897113
28098,0,125.6980509,101.980390272
28102,1,157.162336455,93.18440499
28103,0,122.065556157,100.415802209
28106,0,92.1954445729,60.6904715201
28111,0,120.0,119.721899974
28112,0,147.648230602,117.189305542
28114,0,210.237960416,141.891977692
28115,1,257.099202644,109.316055545
28116,0,167.630546142,132.978695035
28117,1,165.227116419,66.9576980887
28120,0,164.012194669,104.323215697
28122,0,178.044938148,116.404467268
28124,0,146.969384567,92.3760430703
28125,0,245.764114549,108.627804912
28127,0,213.541565041,127.279220614
28130,0,195.448202857,118.883696668
28131,0,179.722007556,135.21587678
28134,0,204.694894905,128.646803303
28136,1,168.522995464,123.827837473
28137,0,206.639783198,121.174804862
28138,0,101.980390272,89.4427191
28139,0,183.303027798,97.6387901058
28140,0,222.485954613,97.3824077199
28141,0,186.547581062,133.16656237
28144,0,138.202749611,101.406771635
28146,1,128.452325787,49.8330546258
28147,0,197.230829233,151.272381264
28152,0,159.059737206,96.3500562186
28153,0,198.746069144,75.8287544405
28154,0,96.9535971483,83.6660026534
28155,0,169.115345253,131.656117721
28156,0,196.468827044,139.044357431
28157,0,190.525588833,74.0495329717
28158,1,218.174242293,134.907375632
28161,1,222.710574513,105.830052443
28162,0,200.997512422,117.189305542
28164,0,172.626765016,75.718777944
28165,0,154.919333848,151.437555888
28166,0,158.745078664,110.151410946
28167,0,122.882057274,110.830200457
28168,0,219.544984001,113.724814062
28174,0,187.882942281,138.864442293
28178,0,214.00934559,147.422295917
28180,0,141.067359797,88.0340843083
28182,1,170.0,77.9957263787
28183,1,171.755640373,81.7516564562
28184,0,164.620776332,135.21587678
28186,1,74.161984871,64.4204936336
28187,1,160.312195419,129.935881624
28191,0,153.622914957,118.321595662
28192,0,231.300670124,116.117756322
28196,0,132.287565553,121.174804862
28198,0,137.477270849,118.673220793
28200,0,259.615099715,57.735026919
28201,0,164.012194669,113.504772293
28204,0,200.997512422,71.6472842007
28209,0,201.494416796,91.2870929175
28210,0,142.126704036,133.416640641
28212,1,159.373774505,91.2870929175
28213,0,217.715410571,75.718777944
28215,0,233.238075794,112.842072532
28216,1,197.230829233,116.404467268
28219,0,179.443584449,102.95630141
28222,0,160.934769394,99.41495528
28223,0,206.881608656,136.869767784
28224,0,184.932420089,69.2820323028
28225,0,219.544984001,126.227308192
28226,1,177.482393493,59.0197706988
28227,0,161.245154966,121.38094304
28228,1,192.87301522,88.3176086633
28230,1,206.881608656,136.869767784
28231,0,226.053091109,105.277411316
28234,0,219.317121995,119.791485507
28235,0,208.32666656,105.514611942
28236,0,153.297097168,106.536378763
28238,0,149.331845231,109.010702838
28242,0,188.679622641,136.137185711
28246,0,109.544511501,73.029674334
28427,0,40.0,36.514837167
28430,0,160.0,146.059348668
28431,1,100.0,91.2870929175
28433,1,10.0,9.12870929175
28436,0,10.0,9.12870929175
28444,0,110.0,100.415802209
28447,0,50.0,45.6435464588
28452,1,20.0,18.2574185835
28453,0,20.0,18.2574185835
28457,1,20.0,18.2574185835
28459,0,110.0,100.415802209
28462,0,150.0,136.930639376
28463,1,70.0,63.9009650423
28465,0,60.0,54.7722557505
28474,1,70.0,63.9009650423
28476,0,80.0,73.029674334
28478,0,190.0,173.445476543
28481,1,30.0,27.3861278753
28483,0,60.0,54.7722557505
28487,1,100.0,91.2870929175
28494,0,110.0,100.415802209
28496,0,20.0,18.2574185835
28502,0,110.0,100.415802209
28506,1,50.0,45.6435464588
28509,0,90.0,82.1583836258
28514,1,80.0,73.029674334
28516,1,90.0,82.1583836258
28522,0,130.0,118.673220793
28535,0,60.0,54.7722557505
28536,0,80.0,73.029674334
28541,1,70.0,63.9009650423
28542,1,60.0,54.7722557505
28546,1,20.0,18.2574185835
28551,0,90.0,82.1583836258
28554,1,90.0,82.1583836258
28564,1,100.0,91.2870929175
28565,1,100.0,91.2870929175
28570,0,100.0,91.2870929175
28575,1,20.0,18.2574185835
28579,0,100.0,91.2870929175
28585,1,50.0,45.6435464588
28586,1,20.0,18.2574185835
28587,1,90.0,82.1583836258
28589,1,60.0,54.7722557505
28591,0,150.0,136.930639376
28595,1,60.0,54.7722557505
28597,1,30.0,27.3861278753
28598,1,60.0,54.7722557505
28601,1,40.0,36.514837167
28603,1,20.0,18.2574185835
28606,1,30.0,27.3861278753
28612,1,80.0,73.029674334
28616,1,60.0,54.7722557505
28619,1,80.0,73.029674334
28624,1,30.0,27.3861278753
28633,1,20.0,18.2574185835
28634,1,70.0,63.9009650423
28638,1,60.0,54.7722557505
28639,0,100.0,91.2870929175
28642,1,40.0,36.514837167
28650,1,60.0,54.7722557505
28654,1,50.0,45.6435464588
28658,0,100.0,91.2870929175
28660,1,10.0,9.12870929175
28663,1,80.0,73.029674334
28664,0,90.0,82.1583836258
28667,1,100.0,91.2870929175
28672,1,30.0,27.3861278753
28675,1,40.0,36.514837167
28680,0,80.0,73.029674334
28683,1,10.0,9.12870929175
28689,0,90.0,82.1583836258
28697,0,90.0,82.1583836258
28701,1,30.0,27.3861278753
28704,1,110.0,100.415802209
28706,1,20.0,18.2574185835
28707,1,50.0,45.6435464588
28708,0,30.0,27.3861278753
28713,0,70.0,63.9009650423
28717,1,90.0,82.1583836258
28720,1,20.0,18.2574185835
28721,1,90.0,82.1583836258
28728,1,30.0,27.3861278753
28731,1,90.0,82.1583836258
28735,0,30.0,27.3861278753
28736,1,100.0,91.2870929175
28741,1,30.0,27.3861278753
28745,1,40.0,36.514837167
28747,0,100.0,91.2870929175
28748,0,80.0,73.029674334
28749,1,90.0,82.1583836258
28751,1,10.0,9.12870929175
28759,1,160.0,146.059348668
28765,1,80.0,73.029674334
28767,1,10.0,9.12870929175
28770,1,10.0,9.12870929175
28772,1,30.0,27.3861278753
28775,1,40.0,36.514837167
28779,1,100.0,91.2870929175
28783,0,110.0,100.415802209
28794,1,40.0,36.514837167
28795,0,130.0,118.673220793
28797,0,20.0,18.2574185835
28799,1,20.0,18.2574185835
28807,1,60.0,54.7722557505
28810,0,90.0,82.1583836258
28813,0,180.0,164.316767252
28816,0,30.0,27.3861278753
28823,0,80.0,73.029674334
28833,1,40.0,36.514837167
28836,0,30.0,27.3861278753
28837,1,90.0,82.1583836258
28841,0,90.0,82.1583836258
28847,0,40.0,36.514837167
28848,1,10.0,9.12870929175
28852,0,10.0,9.12870929175
28863,1,80.0,73.029674334
28864,1,100.0,91.2870929175
28868,1,60.0,54.7722557505
28869,1,40.0,36.514837167
28870,1,40.0,36.514837167
28873,1,80.0,73.029674334
28874,0,100.0,91.2870929175
28876,0,180.0,164.316767252
28877,1,50.0,45.6435464588
28878,1,80.0,73.029674334
28880,1,30.0,27.3861278753
28883,1,50.0,45.6435464588
28884,0,180.0,164.316767252
28889,1,80.0,73.029674334
28892,1,90.0,82.1583836258
28894,1,60.0,54.7722557505
28897,0,20.0,18.2574185835
28910,0,80.0,73.029674334
28912,0,80.0,73.029674334
28925,1,40.0,36.514837167
28926,1,40.0,36.514837167
28930,1,80.0,73.029674334
28940,0,140.0,127.801930085
28942,1,50.0,45.6435464588
28945,0,160.0,146.059348668
28946,1,100.0,91.2870929175
28948,1,80.0,73.029674334
28951,0,130.0,118.673220793
28956,1,30.0,27.3861278753
28958,1,80.0,73.029674334
28959,0,110.0,100.415802209
28960,1,20.0,18.2574185835
28962,1,10.0,9.12870929175
28966,0,90.0,82.1583836258
28980,0,70.0,63.9009650423
28984,1,10.0,9.12870929175
28988,1,50.0,45.6435464588
28991,1,20.0,18.2574185835
28992,1,50.0,45.6435464588
29000,1,80.0,73.029674334
29003,1,80.0,73.029674334
29016,0,100.0,91.2870929175
29020,1,70.0,63.9009650423
29022,1,100.0,91.2870929175
29028,1,70.0,63.9009650423
29038,1,10.0,9.12870929175
29039,0,20.0,18.2574185835
29041,1,70.0,63.9009650423
29048,1,90.0,82.1583836258
29052,1,10.0,9.12870929175
29053,1,30.0,27.3861278753
29064,0,20.0,18.2574185835
29072,1,10.0,9.12870929175
29077,0,20.0,18.2574185835
29080,1,30.0,27.3861278753
29081,1,30.0,27.3861278753
29091,1,80.0,73.029674334
29092,0,10.0,9.12870929175
29096,0,50.0,45.6435464588
29099,0,140.0,127.801930085
29103,1,20.0,18.2574185835
29108,0,70.0,63.9009650423
29117,1,10.0,9.12870929175
29119,0,90.0,82.1583836258
29120,1,50.0,45.6435464588
29121,0,30.0,27.3861278753
29122,0,40.0,36.514837167
29124,1,20.0,18.2574185835
29126,0,50.0,45.6435464588
29131,1,10.0,9.12870929175
29138,1,40.0,36.514837167
29140,0,80.0,73.029674334
29142,0,110.0,100.415802209
29144,1,80.0,73.029674334
29151,1,30.0,27.3861278753
29154,0,60.0,54.7722557505
29156,1,90.0,82.1583836258
29158,0,50.0,45.6435464588
29162,1,100.0,91.2870929175
29178,1,60.0,54.7722557505
29179,1,70.0,63.9009650423
29182,0,170.0,155.18805796
29183,1,70.0,63.9009650423
29185,1,10.0,9.12870929175
29188,1,70.0,63.9009650423
29190,0,50.0,45.6435464588
29194,1,20.0,18.2574185835
29195,1,10.0,9.12870929175
29196,1,90.0,82.1583836258
29198,1,60.0,54.7722557505
29203,1,60.0,54.7722557505
29208,0,40.0,36.514837167
29212,0,30.0,27.3861278753
29213,1,40.0,36.514837167
29217,1,80.0,80.0
29218,0,70.0,63.9009650423
29222,0,110.0,100.415802209
29226,0,48.9897948557,36.514837167
29229,1,48.9897948557,46.1880215352
29231,1,40.0,40.0
29232,1,80.0,73.029674334
29236,1,160.0,146.059348668
29238,0,72.1110255093,59.4418483338
29241,0,40.0,36.514837167
29242,0,140.0,127.801930085
29244,0,77.4596669241,73.4846922835
29246,1,160.0,146.059348668
29252,1,80.0,73.029674334
29253,1,30.0,27.3861278753
29256,1,10.0,9.12870929175
29261,0,60.0,54.7722557505
29262,1,50.0,45.6435464588
29266,0,80.0,73.029674334
29269,1,30.0,27.3861278753
29271,1,50.0,45.6435464588
29272,1,40.0,36.514837167
29273,0,30.0,27.3861278753
29274,1,40.0,36.514837167
29276,1,10.0,9.12870929175
29281,0,40.0,36.514837167
29287,0,40.0,36.514837167
29289,0,90.0,82.1583836258
29290,0,100.0,91.2870929175
29293,1,120.0,109.544511501
29294,1,40.0,36.514837167
29296,1,80.0,73.029674334
29297,0,60.0,54.7722557505
29298,0,50.0,45.6435464588
29299,0,63.2455532034,63.2455532034
29300,0,170.0,155.18805796
29304,0,56.5685424949,56.5685424949
29306,0,60.0,54.7722557505
29312,1,10.0,9.12870929175
29325,0,48.9897948557,46.1880215352
29328,0,30.0,27.3861278753
29329,0,40.0,36.514837167
29332,0,90.0,82.1583836258
29335,0,170.0,155.18805796
29339,1,20.0,18.2574185835
29341,0,80.0,73.029674334
29349,1,100.0,91.2870929175
29351,0,70.0,63.9009650423
29353,0,70.0,63.9009650423
29357,1,34.6410161514,24.4948974278
29358,1,28.2842712475,28.2842712475
29363,1,44.72135955,43.9696865276
29374,0,60.0,54.7722557505
29379,0,50.0,45.6435464588
29380,1,50.0,45.6435464588
29383,0,48.9897948557,46.1880215352
29386,0,40.0,36.514837167
29387,0,40.0,40.0
29391,1,74.8331477355,73.029674334
29395,1,90.0,82.1583836258
29401,0,150.0,136.930639376
29404,1,50.0,45.6435464588
29406,0,80.0,73.029674334
29407,1,80.0,73.029674334
29408,1,70.0,63.9009650423
29413,0,80.0,73.029674334
29415,0,140.0,127.801930085
29418,1,60.0,54.7722557505
29422,0,10.0,9.12870929175
29423,1,60.0,54.7722557505
29425,1,100.0,91.2870929175
29426,0,100.0,91.2870929175
29427,1,10.0,9.12870929175
29433,1,66.3324958071,33.6650164612
29434,0,60.0,54.7722557505
29435,1,10.0,9.12870929175
29437,0,130.0,118.673220793
29440,0,50.0,45.6435464588
29446,1,50.0,45.6435464588
29452,1,48.9897948557,36.514837167
29453,1,90.0,82.1583836258
29454,1,40.0,36.514837167
29458,1,60.0,59.4418483338
29459,1,69.2820323028,48.9897948557
29462,0,80.0,73.029674334
29463,1,10.0,9.12870929175
29465,1,110.0,100.415802209
29466,1,40.0,36.514837167
29470,0,60.0,43.9696865276
29472,0,69.2820323028,48.9897948557
29478,1,60.0,54.7722557505
29480,1,40.0,23.0940107676
29481,1,10.0,9.12870929175
29483,0,44.72135955,37.4165738677
29484,1,20.0,18.2574185835
29486,1,100.0,91.2870929175
29487,1,50.0,45.6435464588
29488,1,80.0,73.029674334
29493,1,50.0,45.6435464588
29504,0,60.0,54.7722557505
29506,1,69.2820323028,61.1010092661
29511,1,50.0,45.6435464588
29519,0,140.0,127.801930085
29523,0,80.0,73.029674334
29525,0,40.0,36.514837167
29526,1,30.0,27.3861278753
29527,0,100.0,91.2870929175
29529,1,70.0,63.9009650423
29531,0,30.0,27.3861278753
29533,0,80.0,73.029674334
29536,1,69.2820323028,48.9897948557
29547,1,80.0,73.029674334
29548,0,50.0,45.6435464588
29553,1,10.0,9.12870929175
29556,0,69.2820323028,67.3300329224
29561,0,28.2842712475,28.2842712475
29562,0,130.0,118.673220793
29566,0,100.0,91.2870929175
29567,1,20.0,18.2574185835
29568,0,80.0,73.029674334
29569,0,80.0,73.029674334
29574,1,40.0,36.514837167
29575,0,10.0,9.12870929175
29578,1,80.0,73.029674334
29581,1,140.0,127.801930085
29582,1,20.0,18.2574185835
29583,0,150.0,136.930639376
29584,1,20.0,18.2574185835
29586,1,44.72135955,37.4165738677
29593,1,20.0,18.2574185835
29597,1,44.72135955,37.4165738677
29602,0,28.2842712475,23.0940107676
29606,0,90.0,82.1583836258
29610,0,69.2820323028,69.2820323028
29611,1,80.0,73.029674334
29614,0,44.72135955,43.9696865276
29617,0,90.0,82.1583836258
29621,0,63.2455532034,61.1010092661
29626,1,50.0,45.6435464588
29627,1,80.0,73.029674334
29630,0,72.1110255093,71.6472842007
29634,1,10.0,9.12870929175
29635,1,60.0,54.7722557505
29637,1,40.0,36.514837167
29638,0,82.4621125124,78.7400787401
29641,0,100.0,91.2870929175
29643,0,100.0,91.2870929175
29647,0,130.0,118.673220793
29650,1,60.0,54.7722557505
29651,0,77.4596669241,77.0281333886
29652,1,20.0,18.2574185835
29655,0,63.2455532034,54.1602560309
29659,1,40.0,36.514837167
29660,1,30.0,27.3861278753
29661,0,50.0,45.6435464588
29663,1,90.0,82.1583836258
29664,0,69.2820323028,61.1010092661
29665,0,40.0,36.514837167
29667,1,110.0,100.415802209
29669,1,10.0,9.12870929175
29676,0,82.4621125124,78.7400787401
29677,1,10.0,9.12870929175
29682,0,120.0,109.544511501
29683,0,70.0,63.9009650423
29686,1,80.0,73.029674334
29691,1,44.72135955,43.9696865276
29695,1,50.0,45.6435464588
29700,1,60.0,54.7722557505
29703,1,50.0,45.6435464588
29707,1,110.0,100.415802209
29711,1,100.0,91.2870929175
29715,1,40.0,36.514837167
29717,1,48.9897948557,48.9897948557
29721,0,30.0,27.3861278753
29724,1,100.0,91.2870929175
29729,1,10.0,9.12870929175
29731,1,80.0,73.029674334
29733,1,30.0,27.3861278753
29735,1,60.0,43.9696865276
29737,1,40.0,36.514837167
29745,1,50.0,45.6435464588
29747,0,69.2820323028,67.3300329224
29749,0,40.0,36.514837167
29751,0,100.0,91.2870929175
29757,0,60.0,59.4418483338
29759,0,130.0,118.673220793
29761,0,56.5685424949,46.1880215352
29763,1,50.0,45.6435464588
29774,1,44.72135955,37.4165738677
29777,1,100.0,91.2870929175
29784,1,70.0,63.9009650423
29794,0,74.8331477355,67.3300329224
29795,1,70.0,63.9009650423
29797,0,120.0,109.544511501
29805,0,50.0,45.6435464588
29806,1,30.0,27.3861278753
29811,1,60.0,54.7722557505
29818,1,10.0,9.12870929175
29819,0,80.0,73.029674334
29827,0,100.0,91.2870929175
29831,1,28.2842712475,28.2842712475
29836,1,90.0,82.1583836258
29838,1,28.2842712475,23.0940107676
29841,1,10.0,9.12870929175
29842,1,72.1110255093,67.8232998313
29843,1,60.0,54.7722557505
29847,1,20.0,18.2574185835
29850,1,20.0,18.2574185835
29851,1,10.0,9.12870929175
29854,1,100.0,91.2870929175
29858,0,80.0,73.029674334
29860,0,20.0,18.2574185835
29861,1,80.0,73.029674334
29863,1,30.0,27.3861278753
29865,1,80.0,73.029674334
29871,1,20.0,18.2574185835
29877,1,80.0,73.029674334
29878,1,50.0,45.6435464588
29886,0,30.0,27.3861278753
29889,1,70.0,63.9009650423
29891,1,70.0,63.9009650423
29894,1,20.0,18.2574185835
29896,1,100.0,91.2870929175
29897,1,40.0,36.514837167
29898,0,50.0,45.6435464588
29908,0,50.0,45.6435464588
29918,1,30.0,27.3861278753
29920,0,80.0,73.029674334
29924,0,48.9897948557,36.514837167
29928,0,40.0,36.514837167
29929,0,150.0,136.930639376
29930,0,120.0,109.544511501
29937,0,70.0,63.9009650423
29940,1,70.0,63.9009650423
29943,1,20.0,18.2574185835
29945,1,48.9897948557,36.514837167
29953,0,150.0,136.930639376
29956,1,80.0,73.029674334
29958,0,74.8331477355,67.3300329224
29961,0,63.2455532034,63.2455532034
29968,1,56.5685424949,54.1602560309
29970,1,40.0,36.514837167
29972,1,20.0,18.2574185835
29974,1,100.0,91.2870929175
29978,1,28.2842712475,28.2842712475
29981,0,50.0,45.6435464588
29995,0,80.0,80.0
29996,1,77.4596669241,77.0281333886
30000,1,80.0,73.029674334
30002,1,48.9897948557,48.9897948557
30006,0,40.0,36.514837167
30007,1,20.0,18.2574185835
30010,0,80.0,73.029674334
30014,1,90.0,82.1583836258
30015,1,56.5685424949,46.1880215352
30017,0,60.0,54.7722557505
30019,0,100.0,91.2870929175
30021,0,80.0,73.029674334
30029,0,90.0,82.1583836258
30030,1,80.0,73.029674334
30032,1,50.0,45.6435464588
30037,1,30.0,27.3861278753
30039,1,90.0,82.1583836258
30041,0,180.0,164.316767252
30042,0,90.0,82.1583836258
30043,1,20.0,18.2574185835
30045,0,82.4621125124,78.7400787401
30046,1,56.5685424949,46.1880215352
30049,0,74.8331477355,67.3300329224
30051,0,80.0,73.029674334
30052,1,10.0,9.12870929175
30054,1,10.0,9.12870929175
30055,0,66.3324958071,65.8280588604
30056,1,90.0,82.1583836258
30061,1,10.0,9.12870929175
30063,0,44.72135955,43.9696865276
30068,1,30.0,27.3861278753
30069,0,80.0,73.029674334
30072,0,80.0,73.029674334
30073,1,40.0,36.514837167
30077,1,40.0,36.514837167
30078,1,100.0,91.2870929175
30081,1,60.0,54.7722557505
30082,1,20.0,18.2574185835
30092,1,66.3324958071,33.6650164612
30094,1,40.0,36.514837167
30095,1,56.5685424949,56.5685424949
30100,1,63.2455532034,54.1602560309
30103,1,40.0,36.514837167
30107,0,34.6410161514,33.6650164612
30108,1,60.0,54.7722557505
30113,1,20.0,18.2574185835
30114,0,120.0,109.544511501
30117,1,10.0,9.12870929175
30118,1,60.0,54.7722557505
30122,1,40.0,36.514837167
30123,1,90.0,82.1583836258
30129,1,44.72135955,37.4165738677
30130,0,50.0,45.6435464588
30132,1,40.0,36.514837167
30137,1,90.0,82.1583836258
30138,1,30.0,27.3861278753
30147,0,56.5685424949,54.1602560309
30152,1,20.0,18.2574185835
30153,1,10.0,9.12870929175
30161,1,50.0,45.6435464588
30163,1,80.0,73.029674334
30168,1,40.0,36.514837167
30169,0,77.4596669241,73.4846922835
30171,1,80.0,73.029674334
30173,0,80.0,73.029674334
30180,1,28.2842712475,28.2842712475
30183,1,100.0,91.2870929175
30186,1,60.0,54.7722557505
30188,0,63.2455532034,54.1602560309
30189,0,110.0,100.415802209
30198,1,77.4596669241,73.4846922835
30200,0,110.0,100.415802209
30204,1,82.4621125124,82.0568908339
30209,1,90.0,82.1583836258
30220,1,30.0,27.3861278753
30221,1,30.0,27.3861278753
30224,1,74.8331477355,36.514837167
30228,0,72.1110255093,71.6472842007
30230,1,50.0,45.6435464588
30232,1,30.0,27.3861278753
30233,1,44.72135955,37.4165738677
30237,1,90.0,82.1583836258
30243,1,90.0,82.1583836258
30251,1,100.0,91.2870929175
30256,0,140.0,127.801930085
30258,0,44.72135955,43.9696865276
30260,1,20.0,18.2574185835
30263,1,40.0,36.514837167
30265,1,90.0,82.1583836258
30266,1,90.0,82.1583836258
30271,0,130.0,118.673220793
30273,0,50.0,45.6435464588
30274,0,120.0,109.544511501
30276,1,70.0,63.9009650423
