,LT,abs,rel
1022,0,70.0,63.9009650423
1024,1,40.0,36.514837167
1028,1,20.0,18.2574185835
1030,1,10.0,9.12870929175
1032,1,80.0,73.029674334
1034,1,10.0,9.12870929175
1036,1,50.0,45.6435464588
1039,0,10.0,9.12870929175
1043,1,10.0,9.12870929175
1044,1,100.0,91.2870929175
1050,0,90.0,82.1583836258
1051,1,10.0,9.12870929175
1053,0,60.0,54.7722557505
1056,1,90.0,82.1583836258
1058,1,190.0,173.445476543
1061,1,100.0,91.2870929175
1062,1,10.0,9.12870929175
1064,1,160.0,146.059348668
1067,1,20.0,18.2574185835
1069,1,10.0,9.12870929175
1079,0,90.0,82.1583836258
1080,1,40.0,36.514837167
1084,1,10.0,9.12870929175
1086,1,70.0,63.9009650423
1088,0,10.0,9.12870929175
1092,1,80.0,73.029674334
1094,1,160.0,146.059348668
1096,1,20.0,18.2574185835
1098,0,90.0,82.1583836258
1107,1,60.0,54.7722557505
1112,1,70.0,63.9009650423
1117,0,70.0,63.9009650423
1118,1,10.0,9.12870929175
1119,1,50.0,45.6435464588
1121,1,50.0,45.6435464588
1122,1,30.0,27.3861278753
1127,1,100.0,91.2870929175
1130,1,80.0,73.029674334
1139,1,80.0,73.029674334
1140,1,10.0,9.12870929175
1144,1,90.0,82.1583836258
1145,0,60.0,54.7722557505
1147,1,60.0,54.7722557505
1150,1,90.0,82.1583836258
1158,0,110.0,100.415802209
1159,0,70.0,63.9009650423
1161,1,80.0,73.029674334
1163,1,40.0,36.514837167
1164,1,10.0,9.12870929175
1167,0,80.0,73.029674334
1170,1,50.0,45.6435464588
1171,1,100.0,91.2870929175
1172,1,20.0,18.2574185835
1173,0,120.0,109.544511501
1177,0,50.0,45.6435464588
1182,1,80.0,73.029674334
1184,0,180.0,164.316767252
1197,1,60.0,54.7722557505
1198,1,20.0,18.2574185835
1199,1,10.0,9.12870929175
1203,1,30.0,27.3861278753
1204,1,60.0,54.7722557505
1207,0,40.0,36.514837167
1208,0,70.0,63.9009650423
1209,0,120.0,109.544511501
1212,1,30.0,27.3861278753
1218,1,60.0,54.7722557505
1220,1,10.0,9.12870929175
1221,1,90.0,82.1583836258
1222,1,90.0,82.1583836258
1223,1,30.0,27.3861278753
1227,1,70.0,63.9009650423
1229,1,50.0,45.6435464588
1234,1,40.0,36.514837167
1237,1,80.0,73.029674334
1239,0,50.0,45.6435464588
1240,1,30.0,27.3861278753
1241,0,110.0,100.415802209
1242,1,70.0,63.9009650423
1245,1,50.0,45.6435464588
1251,1,50.0,45.6435464588
1252,1,150.0,136.930639376
1253,1,100.0,91.2870929175
1255,1,120.0,109.544511501
1261,1,20.0,18.2574185835
1266,1,120.0,109.544511501
1269,1,10.0,9.12870929175
1271,1,70.0,63.9009650423
1276,1,10.0,9.12870929175
1278,1,90.0,82.1583836258
1280,1,30.0,27.3861278753
1294,1,190.0,173.445476543
1304,1,10.0,9.12870929175
1311,1,100.0,91.2870929175
1315,1,10.0,9.12870929175
1316,1,20.0,18.2574185835
1318,1,40.0,36.514837167
1319,1,30.0,27.3861278753
1320,1,50.0,45.6435464588
1324,1,40.0,36.514837167
1325,1,10.0,9.12870929175
1327,1,10.0,9.12870929175
1330,1,10.0,9.12870929175
1332,1,50.0,45.6435464588
1334,1,60.0,54.7722557505
1342,1,150.0,136.930639376
1343,1,40.0,36.514837167
1351,0,50.0,45.6435464588
1357,1,60.0,54.7722557505
1363,1,30.0,27.3861278753
1366,1,80.0,73.029674334
1375,1,10.0,9.12870929175
1380,1,50.0,45.6435464588
1383,1,30.0,27.3861278753
1396,1,70.0,63.9009650423
1409,1,40.0,36.514837167
1411,1,60.0,54.7722557505
1414,1,30.0,27.3861278753
1416,1,170.0,155.18805796
1417,1,40.0,36.514837167
1421,1,50.0,45.6435464588
1428,1,20.0,18.2574185835
1431,1,140.0,127.801930085
1433,1,10.0,9.12870929175
1434,1,170.0,155.18805796
1441,1,90.0,82.1583836258
1442,1,100.0,91.2870929175
1443,0,90.0,82.1583836258
1452,1,100.0,91.2870929175
1456,0,90.0,82.1583836258
1459,1,10.0,9.12870929175
1461,1,80.0,73.029674334
1463,1,40.0,36.514837167
1466,1,80.0,73.029674334
1469,0,90.0,82.1583836258
1470,0,30.0,27.3861278753
1474,1,40.0,36.514837167
1475,1,40.0,36.514837167
1476,0,80.0,73.029674334
1477,1,50.0,45.6435464588
1478,1,90.0,82.1583836258
1481,1,70.0,63.9009650423
1485,0,60.0,54.7722557505
1491,1,40.0,36.514837167
1496,0,80.0,73.029674334
1498,1,10.0,9.12870929175
1501,1,100.0,91.2870929175
1503,1,30.0,27.3861278753
1504,0,50.0,45.6435464588
1505,0,70.0,63.9009650423
1519,1,70.0,63.9009650423
1520,1,70.0,63.9009650423
1525,1,40.0,36.514837167
1530,1,40.0,36.514837167
1536,1,50.0,45.6435464588
1537,0,120.0,109.544511501
1541,1,80.0,73.029674334
1543,1,30.0,27.3861278753
1544,0,50.0,45.6435464588
1545,1,130.0,118.673220793
1548,0,10.0,9.12870929175
1550,0,70.0,63.9009650423
1556,1,50.0,45.6435464588
1557,1,90.0,82.1583836258
1558,1,90.0,82.1583836258
1559,0,150.0,136.930639376
1560,1,180.0,164.316767252
1563,1,10.0,9.12870929175
1570,1,90.0,82.1583836258
1572,0,110.0,100.415802209
1573,1,70.0,63.9009650423
1584,1,50.0,45.6435464588
1588,1,140.0,127.801930085
1595,1,160.0,146.059348668
1597,1,150.0,136.930639376
1598,1,40.0,36.514837167
1599,1,80.0,73.029674334
1601,1,10.0,9.12870929175
1606,0,90.0,82.1583836258
1607,1,60.0,54.7722557505
1608,1,90.0,82.1583836258
1613,1,80.0,73.029674334
1615,1,20.0,18.2574185835
1620,1,110.0,100.415802209
1624,1,50.0,45.6435464588
1627,1,90.0,82.1583836258
1628,1,40.0,36.514837167
1637,1,150.0,136.930639376
1647,1,150.0,136.930639376
1648,1,20.0,18.2574185835
1649,0,80.0,73.029674334
1651,1,50.0,45.6435464588
1658,1,40.0,36.514837167
1660,0,40.0,36.514837167
1667,1,100.0,91.2870929175
1668,0,20.0,18.2574185835
1672,1,100.0,91.2870929175
1676,1,50.0,45.6435464588
1680,1,40.0,36.514837167
1686,1,80.0,73.029674334
1697,1,70.0,63.9009650423
1702,1,50.0,45.6435464588
1705,1,60.0,54.7722557505
1708,1,10.0,9.12870929175
1710,1,50.0,45.6435464588
1711,0,100.0,91.2870929175
1718,1,40.0,36.514837167
1720,1,30.0,27.3861278753
1721,1,70.0,63.9009650423
1728,1,60.0,54.7722557505
1732,0,120.0,109.544511501
1734,1,30.0,27.3861278753
1735,0,110.0,100.415802209
1737,1,69.2820323028,67.3300329224
1738,1,56.5685424949,54.1602560309
1741,1,160.0,146.059348668
1744,1,50.0,45.6435464588
1746,1,69.2820323028,48.9897948557
1750,1,100.0,91.2870929175
1754,1,90.0,82.1583836258
1757,1,30.0,27.3861278753
1758,1,50.0,45.6435464588
1764,1,28.2842712475,28.2842712475
1768,1,10.0,9.12870929175
1769,1,130.0,118.673220793
1771,1,60.0,54.7722557505
1773,1,70.0,63.9009650423
1774,1,100.0,91.2870929175
1775,0,70.0,63.9009650423
1776,1,90.0,82.1583836258
1778,1,30.0,27.3861278753
1788,1,40.0,36.514837167
1790,0,74.8331477355,74.8331477355
1793,0,20.0,18.2574185835
1795,1,34.6410161514,24.4948974278
1796,0,60.0,59.4418483338
1799,0,34.6410161514,24.4948974278
1803,1,100.0,91.2870929175
1811,1,10.0,9.12870929175
1812,1,150.0,136.930639376
1818,1,60.0,54.7722557505
1821,1,28.2842712475,23.0940107676
1829,0,80.0,80.0
1830,1,30.0,27.3861278753
1832,1,56.5685424949,28.2842712475
1837,0,100.0,91.2870929175
1839,1,82.4621125124,82.0568908339
1840,1,70.0,63.9009650423
1845,0,80.0,80.0
1846,0,34.6410161514,33.6650164612
1849,1,70.0,63.9009650423
1852,1,10.0,9.12870929175
1855,1,77.4596669241,77.0281333886
1856,1,10.0,9.12870929175
1860,1,44.72135955,37.4165738677
1862,1,60.0,54.7722557505
1867,1,100.0,91.2870929175
1874,1,40.0,36.514837167
1876,1,82.4621125124,71.6472842007
1878,0,82.4621125124,71.6472842007
1880,1,28.2842712475,28.2842712475
1882,0,60.0,59.4418483338
1884,1,40.0,36.514837167
1885,1,20.0,18.2574185835
1886,1,40.0,36.514837167
1894,1,10.0,9.12870929175
1896,0,120.0,109.544511501
1897,1,70.0,63.9009650423
1898,1,20.0,18.2574185835
1903,1,44.72135955,43.9696865276
1905,1,30.0,27.3861278753
1914,1,60.0,59.4418483338
1919,0,90.0,82.1583836258
1922,1,80.0,73.029674334
1924,1,190.0,173.445476543
1925,1,20.0,18.2574185835
1926,1,60.0,54.7722557505
1928,1,60.0,43.9696865276
1930,1,44.72135955,43.9696865276
1931,1,110.0,100.415802209
1932,1,70.0,63.9009650423
1939,1,56.5685424949,46.1880215352
1947,0,120.0,109.544511501
1950,1,60.0,54.7722557505
1951,1,40.0,36.514837167
1952,1,40.0,36.514837167
1954,1,70.0,63.9009650423
1960,1,90.0,82.1583836258
1963,1,69.2820323028,67.3300329224
1969,1,48.9897948557,46.1880215352
1972,0,100.0,91.2870929175
1974,1,90.0,82.1583836258
1975,1,10.0,9.12870929175
1976,1,30.0,27.3861278753
1978,1,30.0,27.3861278753
1979,1,100.0,91.2870929175
1982,1,170.0,155.18805796
1983,1,130.0,118.673220793
1985,1,10.0,9.12870929175
1990,1,110.0,100.415802209
1991,1,90.0,82.1583836258
1993,0,90.0,82.1583836258
1994,1,90.0,82.1583836258
1996,1,60.0,43.9696865276
1997,1,30.0,27.3861278753
1998,1,30.0,27.3861278753
2001,1,52.9150262213,52.2812904712
2008,0,100.0,91.2870929175
2009,1,90.0,82.1583836258
2010,1,50.0,45.6435464588
2012,1,10.0,9.12870929175
2014,1,40.0,36.514837167
2020,1,69.2820323028,61.1010092661
2021,1,60.0,59.4418483338
2022,1,10.0,9.12870929175
2026,0,20.0,18.2574185835
2028,1,40.0,36.514837167
2030,0,40.0,40.0
2037,1,60.0,54.7722557505
2040,0,110.0,100.415802209
2041,0,150.0,136.930639376
2043,1,74.8331477355,73.029674334
2046,0,56.5685424949,46.1880215352
2056,1,34.6410161514,33.6650164612
2057,1,70.0,63.9009650423
2063,1,30.0,27.3861278753
2067,1,70.0,63.9009650423
2068,1,60.0,54.7722557505
2069,1,10.0,9.12870929175
2070,1,80.0,73.029674334
2072,0,82.4621125124,59.4418483338
2073,1,56.5685424949,46.1880215352
2074,0,110.0,100.415802209
2078,1,50.0,45.6435464588
2079,0,70.0,63.9009650423
2080,0,40.0,36.514837167
2081,1,60.0,43.9696865276
2088,1,50.0,45.6435464588
2089,1,140.0,127.801930085
2090,1,56.5685424949,46.1880215352
2091,1,30.0,27.3861278753
2092,1,10.0,9.12870929175
2102,1,120.0,109.544511501
2103,1,90.0,82.1583836258
2107,0,74.8331477355,73.029674334
2108,1,28.2842712475,28.2842712475
2109,1,72.1110255093,67.8232998313
2110,0,40.0,36.514837167
2112,1,56.5685424949,56.5685424949
2116,1,140.0,127.801930085
2117,1,10.0,9.12870929175
2121,1,10.0,9.12870929175
2123,1,56.5685424949,56.5685424949
2124,1,28.2842712475,23.0940107676
2126,0,130.0,118.673220793
2127,0,48.9897948557,36.514837167
2128,1,90.0,82.1583836258
2133,1,69.2820323028,67.3300329224
2134,1,10.0,9.12870929175
2140,1,40.0,36.514837167
2144,1,130.0,118.673220793
2146,1,50.0,45.6435464588
2147,0,80.0,73.029674334
2148,1,40.0,36.514837167
2149,1,90.0,82.1583836258
2156,1,60.0,54.7722557505
2159,1,10.0,9.12870929175
2161,1,28.2842712475,28.2842712475
2165,1,50.0,45.6435464588
2168,0,20.0,18.2574185835
2172,0,60.0,54.7722557505
2182,1,10.0,9.12870929175
2183,1,130.0,118.673220793
2184,1,10.0,9.12870929175
2187,1,72.1110255093,67.8232998313
2194,1,40.0,36.514837167
2195,1,140.0,127.801930085
2196,1,60.0,54.7722557505
2211,1,50.0,45.6435464588
2213,1,10.0,9.12870929175
2216,1,60.0,43.9696865276
2217,1,20.0,18.2574185835
2219,1,60.0,54.7722557505
2223,1,90.0,82.1583836258
2229,1,40.0,36.514837167
2231,1,10.0,9.12870929175
2238,1,50.0,45.6435464588
2240,1,100.0,91.2870929175
2241,0,20.0,18.2574185835
2246,1,50.0,45.6435464588
2247,1,77.4596669241,77.0281333886
2250,0,60.0,54.7722557505
2252,1,44.72135955,37.4165738677
2253,1,60.0,54.7722557505
2255,0,60.0,54.7722557505
2257,1,90.0,82.1583836258
2259,1,28.2842712475,23.0940107676
2261,0,60.0,54.7722557505
2264,1,30.0,27.3861278753
2267,1,48.9897948557,36.514837167
2271,1,70.0,63.9009650423
2273,0,50.0,45.6435464588
2275,1,80.0,73.029674334
2288,1,40.0,36.514837167
2290,1,10.0,9.12870929175
2293,1,10.0,9.12870929175
2297,1,70.0,63.9009650423
2301,0,20.0,18.2574185835
2302,1,80.0,73.029674334
2306,1,50.0,45.6435464588
2311,0,60.0,54.7722557505
2312,1,20.0,18.2574185835
2313,1,80.0,73.029674334
2314,1,40.0,36.514837167
2317,1,40.0,36.514837167
2318,0,90.0,82.1583836258
2322,0,28.2842712475,28.2842712475
2324,1,60.0,54.7722557505
2330,1,30.0,27.3861278753
2338,1,30.0,27.3861278753
2342,0,10.0,9.12870929175
2343,0,56.5685424949,54.1602560309
2349,1,100.0,91.2870929175
2351,1,30.0,27.3861278753
2352,1,120.0,109.544511501
2360,1,82.4621125124,82.0568908339
2365,1,30.0,27.3861278753
2366,1,82.4621125124,82.0568908339
2370,1,66.3324958071,65.8280588604
2371,1,70.0,63.9009650423
2374,1,140.0,127.801930085
2376,1,60.0,54.7722557505
2379,1,40.0,36.514837167
2381,0,20.0,18.2574185835
2383,1,44.72135955,43.9696865276
2386,1,140.0,127.801930085
2387,0,70.0,63.9009650423
2389,1,10.0,9.12870929175
2395,0,140.0,127.801930085
2397,1,70.0,63.9009650423
2398,1,90.0,82.1583836258
2400,0,70.0,63.9009650423
2401,0,82.4621125124,78.7400787401
2403,0,70.0,63.9009650423
2407,1,56.5685424949,56.5685424949
2409,1,50.0,45.6435464588
2418,0,100.0,91.2870929175
2421,1,50.0,45.6435464588
2430,0,77.4596669241,73.4846922835
2431,0,10.0,9.12870929175
2432,0,50.0,45.6435464588
2433,0,28.2842712475,23.0940107676
2436,1,90.0,82.1583836258
2439,1,100.0,91.2870929175
2444,1,77.4596669241,52.2812904712
2448,1,60.0,54.7722557505
2449,1,100.0,91.2870929175
2452,1,40.0,36.514837167
2453,1,80.0,73.029674334
2455,1,10.0,9.12870929175
2457,1,80.0,73.029674334
2463,1,74.8331477355,56.5685424949
2468,1,30.0,27.3861278753
2470,1,40.0,36.514837167
2471,1,80.0,73.029674334
2472,1,50.0,45.6435464588
2473,1,100.0,91.2870929175
2474,1,20.0,18.2574185835
2477,1,10.0,9.12870929175
2479,1,80.0,73.029674334
2482,1,40.0,36.514837167
2485,1,60.0,59.4418483338
2486,1,110.0,100.415802209
2487,1,50.0,45.6435464588
2490,1,77.4596669241,65.8280588604
2491,1,60.0,54.7722557505
2492,1,60.0,54.7722557505
2494,1,10.0,9.12870929175
2495,0,80.0,73.029674334
2496,1,110.0,100.415802209
2498,1,110.0,100.415802209
2499,0,90.0,82.1583836258
2501,1,56.5685424949,46.1880215352
2504,1,150.0,136.930639376
2509,1,60.0,54.7722557505
2515,1,70.0,63.9009650423
2517,0,150.0,136.930639376
2518,0,90.0,82.1583836258
2521,1,20.0,18.2574185835
2523,1,130.0,118.673220793
2525,1,100.0,91.2870929175
2526,1,48.9897948557,46.1880215352
2527,1,72.1110255093,71.6472842007
2531,1,90.0,82.1583836258
2539,1,180.0,164.316767252
2542,1,80.0,73.029674334
2548,0,40.0,36.514837167
2550,0,120.0,109.544511501
2551,1,190.0,173.445476543
2552,0,74.8331477355,67.3300329224
2553,1,70.0,63.9009650423
2556,0,80.0,73.029674334
2562,1,80.0,73.029674334
2563,1,82.4621125124,78.7400787401
2564,1,40.0,36.514837167
2565,0,10.0,9.12870929175
2571,0,30.0,27.3861278753
2572,1,30.0,27.3861278753
2573,0,90.0,82.1583836258
2574,0,28.2842712475,28.2842712475
2578,1,20.0,18.2574185835
2579,1,150.0,136.930639376
2589,0,70.0,63.9009650423
2591,1,44.72135955,43.9696865276
2593,0,50.0,45.6435464588
2594,1,20.0,18.2574185835
2595,0,63.2455532034,54.1602560309
2596,1,72.1110255093,67.8232998313
2602,1,10.0,9.12870929175
2603,1,63.2455532034,61.1010092661
2604,1,60.0,54.7722557505
2605,1,90.0,82.1583836258
2609,1,170.0,155.18805796
2611,1,50.0,45.6435464588
2612,0,10.0,9.12870929175
2614,1,50.0,45.6435464588
2615,1,56.5685424949,46.1880215352
2617,1,70.0,63.9009650423
2623,0,90.0,82.1583836258
2624,0,60.0,54.7722557505
2628,1,60.0,43.9696865276
2629,0,70.0,63.9009650423
2630,1,150.0,136.930639376
2632,0,110.0,100.415802209
2633,1,80.0,73.029674334
2634,1,30.0,27.3861278753
2638,1,70.0,63.9009650423
2639,1,90.0,82.1583836258
2645,0,30.0,27.3861278753
2646,1,50.0,45.6435464588
2651,1,40.0,36.514837167
2654,0,20.0,18.2574185835
2655,1,28.2842712475,28.2842712475
2656,0,100.0,91.2870929175
2657,1,50.0,45.6435464588
2661,1,60.0,54.7722557505
2664,0,90.0,82.1583836258
2665,1,10.0,9.12870929175
2667,1,80.0,73.029674334
2668,1,80.0,73.029674334
2670,1,40.0,36.514837167
2671,1,90.0,82.1583836258
2672,1,30.0,27.3861278753
2673,1,80.0,73.029674334
2674,1,90.0,82.1583836258
2675,1,60.0,54.7722557505
2679,1,50.0,45.6435464588
2680,1,90.0,82.1583836258
2682,1,60.0,59.4418483338
2683,1,70.0,63.9009650423
2684,1,40.0,36.514837167
2686,1,60.0,54.7722557505
2689,1,20.0,18.2574185835
2690,1,28.2842712475,23.0940107676
2691,1,50.0,45.6435464588
2692,1,190.0,173.445476543
2695,1,80.0,73.029674334
2698,1,40.0,36.514837167
2699,1,28.2842712475,28.2842712475
2700,1,90.0,82.1583836258
2706,1,20.0,18.2574185835
2707,1,20.0,18.2574185835
2713,1,40.0,36.514837167
2716,0,130.0,118.673220793
2718,1,50.0,45.6435464588
2719,1,100.0,91.2870929175
2720,1,140.0,127.801930085
2721,0,90.0,82.1583836258
2730,1,150.0,136.930639376
2731,1,100.0,91.2870929175
2732,1,80.0,73.029674334
2734,1,110.0,100.415802209
2735,0,100.0,91.2870929175
2736,0,10.0,9.12870929175
2737,1,130.0,118.673220793
2738,1,30.0,27.3861278753
2740,1,140.0,127.801930085
2741,1,10.0,9.12870929175
2742,1,48.9897948557,48.9897948557
2744,1,100.0,91.2870929175
2745,1,90.0,82.1583836258
2750,0,70.0,63.9009650423
2751,1,20.0,18.2574185835
2766,1,50.0,45.6435464588
2767,1,110.0,100.415802209
2773,1,40.0,36.514837167
2774,1,60.0,54.7722557505
2775,1,140.0,127.801930085
2776,1,28.2842712475,28.2842712475
2777,1,100.0,91.2870929175
2778,0,80.0,73.029674334
2779,1,80.0,73.029674334
2781,1,60.0,54.7722557505
2783,1,30.0,27.3861278753
2784,0,80.0,73.029674334
2790,1,56.5685424949,56.5685424949
2792,0,60.0,54.7722557505
2793,1,34.6410161514,33.6650164612
2797,1,160.0,146.059348668
2801,1,50.0,45.6435464588
2805,0,40.0,36.514837167
2806,1,40.0,36.514837167
2809,1,40.0,36.514837167
2811,0,90.0,82.1583836258
2816,1,50.0,45.6435464588
2817,1,140.0,127.801930085
2818,1,90.0,82.1583836258
2819,1,10.0,9.12870929175
2821,1,50.0,45.6435464588
2823,1,80.0,73.029674334
2824,1,40.0,36.514837167
2825,1,10.0,9.12870929175
2830,1,30.0,27.3861278753
2831,0,60.0,54.7722557505
2832,1,60.0,54.7722557505
2833,0,70.0,63.9009650423
2834,1,60.0,59.4418483338
2836,1,80.0,73.029674334
2837,1,50.0,45.6435464588
2838,1,80.0,73.029674334
2843,1,44.72135955,37.4165738677
2845,1,90.0,82.1583836258
2847,1,50.0,45.6435464588
2853,1,20.0,18.2574185835
2855,1,60.0,54.7722557505
2858,1,40.0,23.0940107676
2859,1,28.2842712475,23.0940107676
2860,1,110.0,100.415802209
2861,1,60.0,54.7722557505
2865,1,30.0,27.3861278753
2868,1,28.2842712475,23.0940107676
2871,1,40.0,36.514837167
2872,1,30.0,27.3861278753
2877,1,20.0,18.2574185835
2881,1,100.0,91.2870929175
2883,1,60.0,54.7722557505
2889,0,69.2820323028,67.3300329224
2890,1,10.0,9.12870929175
2893,1,100.0,91.2870929175
2897,0,150.0,136.930639376
2898,1,40.0,36.514837167
2902,1,140.0,127.801930085
2905,1,20.0,18.2574185835
2906,0,70.0,63.9009650423
2907,1,10.0,9.12870929175
2908,1,50.0,45.6435464588
2910,1,30.0,27.3861278753
2911,1,160.0,146.059348668
2912,1,70.0,63.9009650423
2917,1,10.0,9.12870929175
2918,1,20.0,18.2574185835
2919,1,20.0,18.2574185835
2924,1,90.0,82.1583836258
2929,1,10.0,9.12870929175
2931,1,100.0,91.2870929175
2936,1,180.0,164.316767252
2941,1,100.0,91.2870929175
2943,1,20.0,18.2574185835
2945,1,20.0,18.2574185835
2949,1,74.8331477355,67.3300329224
2951,1,90.0,82.1583836258
2953,1,10.0,9.12870929175
2954,1,20.0,18.2574185835
2955,1,90.0,82.1583836258
2956,1,90.0,82.1583836258
2958,1,60.0,54.7722557505
2959,1,20.0,18.2574185835
2960,0,70.0,63.9009650423
2961,1,90.0,82.1583836258
2962,1,150.0,136.930639376
2963,1,110.0,100.415802209
2964,1,90.0,82.1583836258
2969,1,50.0,45.6435464588
2970,1,70.0,63.9009650423
2975,1,20.0,18.2574185835
2977,1,130.0,118.673220793
2978,1,52.9150262213,46.9041575982
2982,1,80.0,73.029674334
2983,1,60.0,54.7722557505
2984,1,69.2820323028,69.2820323028
2985,1,48.9897948557,36.514837167
2986,1,130.0,118.673220793
2990,1,20.0,18.2574185835
2992,1,100.0,91.2870929175
2994,1,110.0,100.415802209
2995,1,20.0,18.2574185835
2997,1,77.4596669241,65.8280588604
2999,0,80.0,73.029674334
3000,0,100.0,91.2870929175
3001,0,34.6410161514,33.6650164612
3010,1,82.4621125124,71.6472842007
3015,0,60.0,54.7722557505
3016,1,20.0,18.2574185835
3019,1,10.0,9.12870929175
3020,1,90.0,82.1583836258
3021,0,100.0,91.2870929175
3022,1,60.0,54.7722557505
3028,0,30.0,27.3861278753
3038,1,30.0,27.3861278753
3039,1,90.0,82.1583836258
3041,1,40.0,36.514837167
3043,1,20.0,18.2574185835
3044,1,50.0,45.6435464588
3045,1,40.0,36.514837167
3046,1,90.0,82.1583836258
3047,1,20.0,18.2574185835
3048,1,50.0,45.6435464588
3050,1,10.0,9.12870929175
3051,1,80.0,73.029674334
3053,1,20.0,18.2574185835
3054,1,60.0,59.4418483338
3056,1,69.2820323028,67.3300329224
3057,1,10.0,9.12870929175
3059,0,60.0,54.7722557505
3061,0,80.0,73.029674334
3062,1,40.0,36.514837167
3065,1,30.0,27.3861278753
3069,1,30.0,27.3861278753
3070,0,74.8331477355,73.029674334
3072,1,28.2842712475,23.0940107676
3073,1,70.0,63.9009650423
3075,1,190.0,173.445476543
3078,1,20.0,18.2574185835
3079,1,80.0,73.029674334
3080,1,20.0,18.2574185835
3089,1,30.0,27.3861278753
3091,1,40.0,36.514837167
3097,1,34.6410161514,24.4948974278
3100,0,10.0,9.12870929175
3104,0,40.0,36.514837167
3105,0,190.0,173.445476543
3106,1,63.2455532034,54.1602560309
3107,1,40.0,36.514837167
3108,1,30.0,27.3861278753
3110,1,20.0,18.2574185835
3111,0,50.0,45.6435464588
3114,1,60.0,54.7722557505
3116,0,30.0,27.3861278753
3119,1,80.0,73.029674334
3120,1,80.0,73.029674334
3122,1,60.0,54.7722557505
3124,1,60.0,54.7722557505
3128,1,70.0,63.9009650423
3129,1,40.0,36.514837167
3131,1,28.2842712475,28.2842712475
3132,1,10.0,9.12870929175
3134,0,20.0,18.2574185835
3136,0,50.0,45.6435464588
3137,0,140.0,127.801930085
3139,0,80.0,73.029674334
3140,1,20.0,18.2574185835
3144,1,10.0,9.12870929175
3145,1,90.0,82.1583836258
3146,1,77.4596669241,77.0281333886
3147,1,10.0,9.12870929175
3148,1,10.0,9.12870929175
3149,0,70.0,63.9009650423
3153,1,100.0,91.2870929175
3155,1,10.0,9.12870929175
3161,1,56.5685424949,46.1880215352
3162,1,20.0,18.2574185835
3163,0,140.0,127.801930085
3164,1,10.0,9.12870929175
3165,1,80.0,73.029674334
3166,1,90.0,82.1583836258
3169,1,52.9150262213,52.2812904712
3172,0,40.0,36.514837167
3176,0,48.9897948557,46.1880215352
3177,1,40.0,36.514837167
3181,1,70.0,63.9009650423
3182,1,28.2842712475,28.2842712475
3187,1,60.0,54.7722557505
3193,1,70.0,63.9009650423
3196,1,40.0,36.514837167
3197,1,90.0,82.1583836258
3199,0,30.0,27.3861278753
3200,0,28.2842712475,23.0940107676
3202,1,60.0,54.7722557505
3203,1,10.0,9.12870929175
3205,1,69.2820323028,61.1010092661
3206,1,30.0,27.3861278753
3208,1,20.0,18.2574185835
3209,1,90.0,82.1583836258
3210,1,28.2842712475,28.2842712475
3212,1,63.2455532034,61.1010092661
3214,1,44.72135955,37.4165738677
3220,1,100.0,91.2870929175
3222,1,50.0,45.6435464588
3223,1,60.0,54.7722557505
3225,1,20.0,18.2574185835
3230,0,74.8331477355,74.8331477355
3231,0,60.0,59.4418483338
3232,0,70.0,63.9009650423
3233,0,20.0,18.2574185835
3234,1,48.9897948557,46.1880215352
3237,1,100.0,91.2870929175
3239,1,50.0,45.6435464588
3244,1,80.0,73.029674334
3246,1,44.72135955,43.9696865276
3247,1,20.0,18.2574185835
3248,1,110.0,100.415802209
3251,1,82.4621125124,82.0568908339
3253,1,20.0,18.2574185835
3254,0,10.0,9.12870929175
3256,1,77.4596669241,52.2812904712
3258,1,10.0,9.12870929175
3259,1,30.0,27.3861278753
3261,1,52.9150262213,46.9041575982
3262,1,120.0,109.544511501
3263,1,20.0,18.2574185835
3265,1,40.0,36.514837167
3266,1,10.0,9.12870929175
3267,1,80.0,73.029674334
3269,0,40.0,36.514837167
3271,0,52.9150262213,52.2812904712
3275,1,80.0,73.029674334
3281,1,60.0,54.7722557505
3284,1,130.0,118.673220793
3290,1,30.0,27.3861278753
3295,1,82.4621125124,82.0568908339
3296,1,60.0,59.4418483338
3297,1,69.2820323028,67.3300329224
3298,0,77.4596669241,52.2812904712
3299,1,34.6410161514,33.6650164612
3300,1,28.2842712475,23.0940107676
3302,1,52.9150262213,52.2812904712
3305,1,28.2842712475,23.0940107676
3306,1,28.2842712475,28.2842712475
3308,1,44.72135955,43.9696865276
3309,0,77.4596669241,73.4846922835
3311,1,66.3324958071,61.6441400297
3312,1,34.6410161514,33.6650164612
3313,1,48.9897948557,46.1880215352
3316,1,66.3324958071,61.6441400297
3317,0,48.9897948557,48.9897948557
3319,1,44.72135955,43.9696865276
3320,1,34.6410161514,33.6650164612
3323,1,82.4621125124,71.6472842007
3324,0,82.4621125124,71.6472842007
3327,0,56.5685424949,54.1602560309
3328,1,82.4621125124,78.7400787401
3330,1,66.3324958071,65.8280588604
3331,1,40.0,40.0
3332,1,72.1110255093,43.9696865276
3335,1,74.8331477355,36.514837167
3337,1,69.2820323028,67.3300329224
3338,1,28.2842712475,23.0940107676
3339,1,56.5685424949,46.1880215352
3343,0,80.0,80.0
3345,1,63.2455532034,54.1602560309
3346,1,28.2842712475,28.2842712475
3347,1,28.2842712475,28.2842712475
3349,1,40.0,36.514837167
3354,1,44.72135955,43.9696865276
